Entity,Code,Year,"Population, female (% of total population)"
Albania,ALB,1960,48.59332275
Albania,ALB,1961,48.59738922
Albania,ALB,1962,48.60362244
Albania,ALB,1963,48.61130905
Albania,ALB,1964,48.61766052
Albania,ALB,1965,48.62145996
Albania,ALB,1966,48.62303543
Albania,ALB,1967,48.62210846
Albania,ALB,1968,48.62088776
Albania,ALB,1969,48.62173462
Albania,ALB,1970,48.62617111
Albania,ALB,1971,48.63476563
Albania,ALB,1972,48.64577484
Albania,ALB,1973,48.65766907
Albania,ALB,1974,48.66702271
Albania,ALB,1975,48.67205429
Albania,ALB,1976,48.67226028
Albania,ALB,1977,48.66908646
Albania,ALB,1978,48.66444016
Albania,ALB,1979,48.66082001
Albania,ALB,1980,48.66032028
Albania,ALB,1981,48.6685524
Albania,ALB,1982,48.6860466
Albania,ALB,1983,48.70375443
Albania,ALB,1984,48.71001434
Albania,ALB,1985,48.70014191
Albania,ALB,1986,48.6584816
Albania,ALB,1987,48.5959816
Albania,ALB,1988,48.56103134
Albania,ALB,1989,48.61455917
Albania,ALB,1990,48.79119873
Albania,ALB,1991,49.12435913
Albania,ALB,1992,49.5929451
Albania,ALB,1993,50.10784912
Albania,ALB,1994,50.52674103
Albania,ALB,1995,50.73742676
Albania,ALB,1996,50.68214035
Albania,ALB,1997,50.4036293
Albania,ALB,1998,50.00516129
Albania,ALB,1999,49.63525009
Albania,ALB,2000,49.39656448
Albania,ALB,2001,49.3185463
Albania,ALB,2002,49.3652153
Albania,ALB,2003,49.49222565
Albania,ALB,2004,49.62899017
Albania,ALB,2005,49.72236633
Albania,ALB,2006,49.76459503
Albania,ALB,2007,49.77269363
Albania,ALB,2008,49.74764252
Albania,ALB,2009,49.69606781
Albania,ALB,2010,49.62505341
Albania,ALB,2011,49.53020096
Albania,ALB,2012,49.41094971
Albania,ALB,2013,49.2845192
Albania,ALB,2014,49.17337799
Albania,ALB,2015,49.09379578
Albania,ALB,2016,49.05299759
Albania,ALB,2017,49.04639816
Albania,ALB,2018,49.06309509
Albania,ALB,2019,49.08610535
Albania,ALB,2020,49.10299683
Austria,AUT,1960,53.41923904
Austria,AUT,1961,53.38853455
Austria,AUT,1962,53.35431671
Austria,AUT,1963,53.31715012
Austria,AUT,1964,53.27805328
Austria,AUT,1965,53.23777008
Austria,AUT,1966,53.19651794
Austria,AUT,1967,53.15449142
Austria,AUT,1968,53.11215591
Austria,AUT,1969,53.07021713
Austria,AUT,1970,53.02913666
Austria,AUT,1971,52.9888382
Austria,AUT,1972,52.94929886
Austria,AUT,1973,52.91120911
Austria,AUT,1974,52.87495041
Austria,AUT,1975,52.84082031
Austria,AUT,1976,52.80882645
Austria,AUT,1977,52.77850342
Austria,AUT,1978,52.74842072
Austria,AUT,1979,52.71669388
Austria,AUT,1980,52.68211365
Austria,AUT,1981,52.64397049
Austria,AUT,1982,52.60208893
Austria,AUT,1983,52.55712891
Austria,AUT,1984,52.50972366
Austria,AUT,1985,52.46039581
Austria,AUT,1986,52.41001892
Austria,AUT,1987,52.35817719
Austria,AUT,1988,52.30221176
Austria,AUT,1989,52.23880386
Austria,AUT,1990,52.16606522
Austria,AUT,1991,52.0835228
Austria,AUT,1992,51.99369431
Austria,AUT,1993,51.90172195
Austria,AUT,1994,51.81374741
Austria,AUT,1995,51.73414993
Austria,AUT,1996,51.66336441
Austria,AUT,1997,51.60046768
Austria,AUT,1998,51.54611588
Austria,AUT,1999,51.50097275
Austria,AUT,2000,51.46523666
Austria,AUT,2001,51.43977737
Austria,AUT,2002,51.42360306
Austria,AUT,2003,51.41313171
Austria,AUT,2004,51.40329361
Austria,AUT,2005,51.390522
Austria,AUT,2006,51.37317657
Austria,AUT,2007,51.35155487
Austria,AUT,2008,51.32569885
Austria,AUT,2009,51.29648209
Austria,AUT,2010,51.26434326
Austria,AUT,2011,51.22994614
Austria,AUT,2012,51.19288635
Austria,AUT,2013,51.15114975
Austria,AUT,2014,51.10214996
Austria,AUT,2015,51.04483032
Austria,AUT,2016,50.97809601
Austria,AUT,2017,50.90430832
Austria,AUT,2018,50.82942581
Austria,AUT,2019,50.76128769
Austria,AUT,2020,50.70515442
Belgium,BEL,1960,50.79991913
Belgium,BEL,1961,50.81533432
Belgium,BEL,1962,50.83342743
Belgium,BEL,1963,50.85321045
Belgium,BEL,1964,50.87335968
Belgium,BEL,1965,50.89299393
Belgium,BEL,1966,50.91159821
Belgium,BEL,1967,50.92946243
Belgium,BEL,1968,50.9471817
Belgium,BEL,1969,50.96564484
Belgium,BEL,1970,50.98543167
Belgium,BEL,1971,51.00668716
Belgium,BEL,1972,51.02876282
Belgium,BEL,1973,51.05061722
Belgium,BEL,1974,51.07064056
Belgium,BEL,1975,51.08775711
Belgium,BEL,1976,51.10157394
Belgium,BEL,1977,51.11234665
Belgium,BEL,1978,51.1202507
Belgium,BEL,1979,51.12582397
Belgium,BEL,1980,51.12950134
Belgium,BEL,1981,51.13140869
Belgium,BEL,1982,51.13143158
Belgium,BEL,1983,51.12961197
Belgium,BEL,1984,51.12564087
Belgium,BEL,1985,51.11972427
Belgium,BEL,1986,51.11163712
Belgium,BEL,1987,51.10184479
Belgium,BEL,1988,51.09136963
Belgium,BEL,1989,51.08152771
Belgium,BEL,1990,51.0733223
Belgium,BEL,1991,51.06695175
Belgium,BEL,1992,51.06219482
Belgium,BEL,1993,51.05872345
Belgium,BEL,1994,51.05604935
Belgium,BEL,1995,51.05369949
Belgium,BEL,1996,51.05191803
Belgium,BEL,1997,51.0506134
Belgium,BEL,1998,51.04818726
Belgium,BEL,1999,51.04269028
Belgium,BEL,2000,51.03289795
Belgium,BEL,2001,51.01808929
Belgium,BEL,2002,50.99921417
Belgium,BEL,2003,50.97816849
Belgium,BEL,2004,50.95796585
Belgium,BEL,2005,50.94063187
Belgium,BEL,2006,50.92580795
Belgium,BEL,2007,50.9125824
Belgium,BEL,2008,50.90180969
Belgium,BEL,2009,50.89445114
Belgium,BEL,2010,50.89047241
Belgium,BEL,2011,50.89217758
Belgium,BEL,2012,50.89784622
Belgium,BEL,2013,50.89866257
Belgium,BEL,2014,50.88327789
Belgium,BEL,2015,50.84454346
Belgium,BEL,2016,50.77866364
Belgium,BEL,2017,50.69064713
Belgium,BEL,2018,50.59331894
Belgium,BEL,2019,50.50422287
Belgium,BEL,2020,50.4355011
Bosnia and Herzegovina,BIH,1960,50.94352722
Bosnia and Herzegovina,BIH,1961,50.88225937
Bosnia and Herzegovina,BIH,1962,50.82019424
Bosnia and Herzegovina,BIH,1963,50.76476669
Bosnia and Herzegovina,BIH,1964,50.72585678
Bosnia and Herzegovina,BIH,1965,50.70898056
Bosnia and Herzegovina,BIH,1966,50.7156868
Bosnia and Herzegovina,BIH,1967,50.74121475
Bosnia and Herzegovina,BIH,1968,50.77655792
Bosnia and Herzegovina,BIH,1969,50.81014633
Bosnia and Herzegovina,BIH,1970,50.83349991
Bosnia and Herzegovina,BIH,1971,50.84498215
Bosnia and Herzegovina,BIH,1972,50.84651184
Bosnia and Herzegovina,BIH,1973,50.83742142
Bosnia and Herzegovina,BIH,1974,50.81754684
Bosnia and Herzegovina,BIH,1975,50.78749466
Bosnia and Herzegovina,BIH,1976,50.74577713
Bosnia and Herzegovina,BIH,1977,50.69408417
Bosnia and Herzegovina,BIH,1978,50.6384697
Bosnia and Herzegovina,BIH,1979,50.58746338
Bosnia and Herzegovina,BIH,1980,50.54676437
Bosnia and Herzegovina,BIH,1981,50.51927948
Bosnia and Herzegovina,BIH,1982,50.50402451
Bosnia and Herzegovina,BIH,1983,50.49635315
Bosnia and Herzegovina,BIH,1984,50.48995972
Bosnia and Herzegovina,BIH,1985,50.48086929
Bosnia and Herzegovina,BIH,1986,50.46586609
Bosnia and Herzegovina,BIH,1987,50.44815063
Bosnia and Herzegovina,BIH,1988,50.43621445
Bosnia and Herzegovina,BIH,1989,50.44279861
Bosnia and Herzegovina,BIH,1990,50.47544098
Bosnia and Herzegovina,BIH,1991,50.54127502
Bosnia and Herzegovina,BIH,1992,50.63799286
Bosnia and Herzegovina,BIH,1993,50.75318527
Bosnia and Herzegovina,BIH,1994,50.86249924
Bosnia and Herzegovina,BIH,1995,50.94324875
Bosnia and Herzegovina,BIH,1996,50.98297882
Bosnia and Herzegovina,BIH,1997,50.98501968
Bosnia and Herzegovina,BIH,1998,50.9606781
Bosnia and Herzegovina,BIH,1999,50.92952728
Bosnia and Herzegovina,BIH,2000,50.90576935
Bosnia and Herzegovina,BIH,2001,50.89194107
Bosnia and Herzegovina,BIH,2002,50.88446426
Bosnia and Herzegovina,BIH,2003,50.88197708
Bosnia and Herzegovina,BIH,2004,50.8813591
Bosnia and Herzegovina,BIH,2005,50.88042831
Bosnia and Herzegovina,BIH,2006,50.87945175
Bosnia and Herzegovina,BIH,2007,50.88015747
Bosnia and Herzegovina,BIH,2008,50.88269043
Bosnia and Herzegovina,BIH,2009,50.88792801
Bosnia and Herzegovina,BIH,2010,50.89602661
Bosnia and Herzegovina,BIH,2011,50.90756607
Bosnia and Herzegovina,BIH,2012,50.9220314
Bosnia and Herzegovina,BIH,2013,50.93880081
Bosnia and Herzegovina,BIH,2014,50.95597458
Bosnia and Herzegovina,BIH,2015,50.97213364
Bosnia and Herzegovina,BIH,2016,50.98658752
Bosnia and Herzegovina,BIH,2017,50.99939346
Bosnia and Herzegovina,BIH,2018,51.01053619
Bosnia and Herzegovina,BIH,2019,51.02090454
Bosnia and Herzegovina,BIH,2020,51.0301857
Bulgaria,BGR,1960,50.07180786
Bulgaria,BGR,1961,50.06065369
Bulgaria,BGR,1962,50.04849625
Bulgaria,BGR,1963,50.03646851
Bulgaria,BGR,1964,50.02571869
Bulgaria,BGR,1965,50.01697922
Bulgaria,BGR,1966,50.01083374
Bulgaria,BGR,1967,50.00732422
Bulgaria,BGR,1968,50.00658417
Bulgaria,BGR,1969,50.0083847
Bulgaria,BGR,1970,50.01279449
Bulgaria,BGR,1971,50.01991653
Bulgaria,BGR,1972,50.03001785
Bulgaria,BGR,1973,50.04268265
Bulgaria,BGR,1974,50.05732727
Bulgaria,BGR,1975,50.07350159
Bulgaria,BGR,1976,50.09126282
Bulgaria,BGR,1977,50.11068726
Bulgaria,BGR,1978,50.13294983
Bulgaria,BGR,1979,50.1591568
Bulgaria,BGR,1980,50.19014359
Bulgaria,BGR,1981,50.22610092
Bulgaria,BGR,1982,50.26648331
Bulgaria,BGR,1983,50.31106567
Bulgaria,BGR,1984,50.35962677
Bulgaria,BGR,1985,50.41168976
Bulgaria,BGR,1986,50.46715164
Bulgaria,BGR,1987,50.52584839
Bulgaria,BGR,1988,50.58715439
Bulgaria,BGR,1989,50.65062332
Bulgaria,BGR,1990,50.71572876
Bulgaria,BGR,1991,50.78264999
Bulgaria,BGR,1992,50.85086823
Bulgaria,BGR,1993,50.91910553
Bulgaria,BGR,1994,50.98496628
Bulgaria,BGR,1995,51.04640579
Bulgaria,BGR,1996,51.10239029
Bulgaria,BGR,1997,51.15252304
Bulgaria,BGR,1998,51.19645309
Bulgaria,BGR,1999,51.2342453
Bulgaria,BGR,2000,51.26631927
Bulgaria,BGR,2001,51.29245758
Bulgaria,BGR,2002,51.31266022
Bulgaria,BGR,2003,51.32690811
Bulgaria,BGR,2004,51.33509445
Bulgaria,BGR,2005,51.33771896
Bulgaria,BGR,2006,51.3343811
Bulgaria,BGR,2007,51.3260231
Bulgaria,BGR,2008,51.31576157
Bulgaria,BGR,2009,51.30766678
Bulgaria,BGR,2010,51.30469131
Bulgaria,BGR,2011,51.30824661
Bulgaria,BGR,2012,51.3176918
Bulgaria,BGR,2013,51.33173752
Bulgaria,BGR,2014,51.34793854
Bulgaria,BGR,2015,51.36443329
Bulgaria,BGR,2016,51.38096619
Bulgaria,BGR,2017,51.39786911
Bulgaria,BGR,2018,51.4140892
Bulgaria,BGR,2019,51.42861176
Bulgaria,BGR,2020,51.44063187
Croatia,HRV,1960,51.97780991
Croatia,HRV,1961,51.93215942
Croatia,HRV,1962,51.87868881
Croatia,HRV,1963,51.82211685
Croatia,HRV,1964,51.76932907
Croatia,HRV,1965,51.72520828
Croatia,HRV,1966,51.69134903
Croatia,HRV,1967,51.66605759
Croatia,HRV,1968,51.64686203
Croatia,HRV,1969,51.62944031
Croatia,HRV,1970,51.61135864
Croatia,HRV,1971,51.59160614
Croatia,HRV,1972,51.57145691
Croatia,HRV,1973,51.55284119
Croatia,HRV,1974,51.53865814
Croatia,HRV,1975,51.5307579
Croatia,HRV,1976,51.52921677
Croatia,HRV,1977,51.53301239
Croatia,HRV,1978,51.5410347
Croatia,HRV,1979,51.55150986
Croatia,HRV,1980,51.56310272
Croatia,HRV,1981,51.57644272
Croatia,HRV,1982,51.59101486
Croatia,HRV,1983,51.60341644
Croatia,HRV,1984,51.60935974
Croatia,HRV,1985,51.60605621
Croatia,HRV,1986,51.59195328
Croatia,HRV,1987,51.56941223
Croatia,HRV,1988,51.5440712
Croatia,HRV,1989,51.52409744
Croatia,HRV,1990,51.51516724
Croatia,HRV,1991,51.51870728
Croatia,HRV,1992,51.53281403
Croatia,HRV,1993,51.55699539
Croatia,HRV,1994,51.58948517
Croatia,HRV,1995,51.62853241
Croatia,HRV,1996,51.67483902
Croatia,HRV,1997,51.7279892
Croatia,HRV,1998,51.78182602
Croatia,HRV,1999,51.82814026
Croatia,HRV,2000,51.86063766
Croatia,HRV,2001,51.87638855
Croatia,HRV,2002,51.87720108
Croatia,HRV,2003,51.86740112
Croatia,HRV,2004,51.85457993
Croatia,HRV,2005,51.84368896
Croatia,HRV,2006,51.83594131
Croatia,HRV,2007,51.82965851
Croatia,HRV,2008,51.82681274
Croatia,HRV,2009,51.82876587
Croatia,HRV,2010,51.83624268
Croatia,HRV,2011,51.85101318
Croatia,HRV,2012,51.87225342
Croatia,HRV,2013,51.89441681
Croatia,HRV,2014,51.91032028
Croatia,HRV,2015,51.9143486
Croatia,HRV,2016,51.90489197
Croatia,HRV,2017,51.88308334
Croatia,HRV,2018,51.85262299
Croatia,HRV,2019,51.81910706
Croatia,HRV,2020,51.78653336
Cyprus,CYP,1960,50.83770752
Cyprus,CYP,1961,50.84316254
Cyprus,CYP,1962,50.8693161
Cyprus,CYP,1963,50.90376282
Cyprus,CYP,1964,50.92667389
Cyprus,CYP,1965,50.92448425
Cyprus,CYP,1966,50.8914032
Cyprus,CYP,1967,50.83468628
Cyprus,CYP,1968,50.75881958
Cyprus,CYP,1969,50.67370987
Cyprus,CYP,1970,50.58309937
Cyprus,CYP,1971,50.48980331
Cyprus,CYP,1972,50.39235687
Cyprus,CYP,1973,50.29199982
Cyprus,CYP,1974,50.18978119
Cyprus,CYP,1975,50.08841705
Cyprus,CYP,1976,49.9869194
Cyprus,CYP,1977,49.88722992
Cyprus,CYP,1978,49.79286957
Cyprus,CYP,1979,49.71162033
Cyprus,CYP,1980,49.64590454
Cyprus,CYP,1981,49.59777832
Cyprus,CYP,1982,49.56759644
Cyprus,CYP,1983,49.54486084
Cyprus,CYP,1984,49.51979065
Cyprus,CYP,1985,49.48699188
Cyprus,CYP,1986,49.44260788
Cyprus,CYP,1987,49.39022827
Cyprus,CYP,1988,49.34186554
Cyprus,CYP,1989,49.3108902
Cyprus,CYP,1990,49.3056488
Cyprus,CYP,1991,49.32673264
Cyprus,CYP,1992,49.36823273
Cyprus,CYP,1993,49.42119217
Cyprus,CYP,1994,49.47497559
Cyprus,CYP,1995,49.52098083
Cyprus,CYP,1996,49.56103897
Cyprus,CYP,1997,49.59862518
Cyprus,CYP,1998,49.62320328
Cyprus,CYP,1999,49.62469482
Cyprus,CYP,2000,49.59895706
Cyprus,CYP,2001,49.53815079
Cyprus,CYP,2002,49.45064545
Cyprus,CYP,2003,49.36722565
Cyprus,CYP,2004,49.32670975
Cyprus,CYP,2005,49.35333633
Cyprus,CYP,2006,49.45767975
Cyprus,CYP,2007,49.62151337
Cyprus,CYP,2008,49.80740738
Cyprus,CYP,2009,49.9660759
Cyprus,CYP,2010,50.06529617
Cyprus,CYP,2011,50.09428024
Cyprus,CYP,2012,50.06889725
Cyprus,CYP,2013,50.01118851
Cyprus,CYP,2014,49.95448303
Cyprus,CYP,2015,49.92235184
Cyprus,CYP,2016,49.92005539
Cyprus,CYP,2017,49.93994141
Cyprus,CYP,2018,49.97107315
Cyprus,CYP,2019,49.99916458
Cyprus,CYP,2020,50.01379013
Czechia,CZE,1960,51.37155914
Czechia,CZE,1961,51.35671997
Czechia,CZE,1962,51.33283234
Czechia,CZE,1963,51.30967331
Czechia,CZE,1964,51.30096054
Czechia,CZE,1965,51.31532669
Czechia,CZE,1966,51.35694504
Czechia,CZE,1967,51.42086792
Czechia,CZE,1968,51.49501801
Czechia,CZE,1969,51.56216049
Czechia,CZE,1970,51.60948181
Czechia,CZE,1971,51.63282394
Czechia,CZE,1972,51.63609695
Czechia,CZE,1973,51.62465668
Czechia,CZE,1974,51.60717392
Czechia,CZE,1975,51.59000778
Czechia,CZE,1976,51.57424164
Czechia,CZE,1977,51.55817413
Czechia,CZE,1978,51.54263306
Czechia,CZE,1979,51.52784729
Czechia,CZE,1980,51.51412582
Czechia,CZE,1981,51.50191498
Czechia,CZE,1982,51.49151993
Czechia,CZE,1983,51.48291016
Czechia,CZE,1984,51.47611237
Czechia,CZE,1985,51.4707489
Czechia,CZE,1986,51.46709442
Czechia,CZE,1987,51.46510315
Czechia,CZE,1988,51.46352386
Czechia,CZE,1989,51.46095657
Czechia,CZE,1990,51.45637131
Czechia,CZE,1991,51.44924927
Czechia,CZE,1992,51.43997955
Czechia,CZE,1993,51.42915726
Czechia,CZE,1994,51.41784286
Czechia,CZE,1995,51.4066658
Czechia,CZE,1996,51.39506149
Czechia,CZE,1997,51.38253403
Czechia,CZE,1998,51.37034607
Czechia,CZE,1999,51.36005783
Czechia,CZE,2000,51.35254288
Czechia,CZE,2001,51.35001755
Czechia,CZE,2002,51.35095215
Czechia,CZE,2003,51.3478241
Czechia,CZE,2004,51.33025742
Czechia,CZE,2005,51.29189301
Czechia,CZE,2006,51.22895813
Czechia,CZE,2007,51.14644623
Czechia,CZE,2008,51.05690002
Czechia,CZE,2009,50.977108
Czechia,CZE,2010,50.91815186
Czechia,CZE,2011,50.88401794
Czechia,CZE,2012,50.87030792
Czechia,CZE,2013,50.86951447
Czechia,CZE,2014,50.87055206
Czechia,CZE,2015,50.86512375
Czechia,CZE,2016,50.85126877
Czechia,CZE,2017,50.83169556
Czechia,CZE,2018,50.80858994
Czechia,CZE,2019,50.7856369
Czechia,CZE,2020,50.76542282
Denmark,DNK,1960,50.38448334
Denmark,DNK,1961,50.39385223
Denmark,DNK,1962,50.40516663
Denmark,DNK,1963,50.41526794
Denmark,DNK,1964,50.41975021
Denmark,DNK,1965,50.41601944
Denmark,DNK,1966,50.40278625
Denmark,DNK,1967,50.38211823
Denmark,DNK,1968,50.35993195
Denmark,DNK,1969,50.34385681
Denmark,DNK,1970,50.33959961
Denmark,DNK,1971,50.34841537
Denmark,DNK,1972,50.36844635
Denmark,DNK,1973,50.3966217
Denmark,DNK,1974,50.42832184
Denmark,DNK,1975,50.46013641
Denmark,DNK,1976,50.49117661
Denmark,DNK,1977,50.52198029
Denmark,DNK,1978,50.55217743
Denmark,DNK,1979,50.58161926
Denmark,DNK,1980,50.60995102
Denmark,DNK,1981,50.63715363
Denmark,DNK,1982,50.66231155
Denmark,DNK,1983,50.68398666
Denmark,DNK,1984,50.70062637
Denmark,DNK,1985,50.71070099
Denmark,DNK,1986,50.71366501
Denmark,DNK,1987,50.70992661
Denmark,DNK,1988,50.70109177
Denmark,DNK,1989,50.68920898
Denmark,DNK,1990,50.67583466
Denmark,DNK,1991,50.66168213
Denmark,DNK,1992,50.646698
Denmark,DNK,1993,50.63107681
Denmark,DNK,1994,50.61473846
Denmark,DNK,1995,50.59801865
Denmark,DNK,1996,50.58080673
Denmark,DNK,1997,50.5634346
Denmark,DNK,1998,50.54681015
Denmark,DNK,1999,50.53163528
Denmark,DNK,2000,50.51863098
Denmark,DNK,2001,50.50804901
Denmark,DNK,2002,50.49938583
Denmark,DNK,2003,50.49146271
Denmark,DNK,2004,50.48232651
Denmark,DNK,2005,50.47076416
